,latitude,longitude,sido,gu,dong
78,37.64042545,126.9364613,서울특별시,은평구,진관동
79,37.4648085,126.9599572,서울특별시,관악구,낙성대동
80,37.57135473,127.004542,서울특별시,종로구,종로5.6가동
81,37.46586723,126.9045394,서울특별시,금천구,독산2동
82,37.49785019,126.8822705,서울특별시,구로구,구로2동
83,37.48828794,126.9818798,서울특별시,동작구,사당2동
84,37.57208056,126.9866675,서울특별시,종로구,종로1.2.3.4가동
85,37.54068181,127.0471933,서울특별시,성동구,성수1가1동
86,37.50556619,127.0618538,서울특별시,강남구,대치2동
87,37.61547563,127.0132348,서울특별시,성북구,정릉4동
88,37.45661317,126.9536504,서울특별시,관악구,대학동
89,37.61581618,127.0937048,서울특별시,중랑구,신내2동
90,37.63049579,127.0529275,서울특별시,노원구,월계2동
91,37.64891265,127.0583831,서울특별시,노원구,상계6.7동
92,37.66407962,127.0649828,서울특별시,노원구,상계9동
93,37.48603549,127.0647731,서울특별시,강남구,개포2동
94,37.59806343,127.0547642,서울특별시,동대문구,이문1동
95,37.55664724,127.047844,서울특별시,성동구,사근동
96,37.56761554,126.8981705,서울특별시,마포구,성산2동
97,37.53026829,127.0755399,서울특별시,광진구,자양2동
98,37.46698135,126.9541969,서울특별시,관악구,대학동
99,37.45653357,126.9520341,서울특별시,관악구,대학동
100,37.48683711,126.9598213,서울특별시,관악구,청림동
101,37.48746027,126.9483809,서울특별시,관악구,성현동
102,37.48036704,126.9543032,서울특별시,관악구,낙성대동
103,37.55960712,126.8596258,서울특별시,강서구,가양3동
104,37.49559273,126.9042922,서울특별시,영등포구,대림1동
105,37.58455914,127.0023252,서울특별시,종로구,혜화동
106,37.5568658,126.9259844,서울특별시,마포구,서교동
107,37.62022733,126.9198885,서울특별시,은평구,갈현1동
108,37.47900405,127.047758,서울특별시,강남구,개포4동
109,37.56896603,126.8151907,서울특별시,강서구,방화1동
110,37.58415333,126.9139279,서울특별시,서대문구,북가좌2동
111,37.48305801,126.9553694,서울특별시,관악구,행운동
112,37.61315172,126.9143915,서울특별시,은평구,갈현2동
113,37.51804527,126.9060488,서울특별시,영등포구,영등포동
114,37.5186083,127.0266747,서울특별시,강남구,논현1동
115,37.59322504,126.9202567,서울특별시,은평구,응암2동
116,37.49081123,126.9817605,서울특별시,동작구,사당2동
117,37.53163385,126.9942904,서울특별시,용산구,이태원1동
118,37.61502109,126.9096859,서울특별시,은평구,갈현2동
119,37.55494266,127.1362429,서울특별시,강동구,암사3동
120,37.47613305,126.9375164,서울특별시,관악구,서림동
121,37.5360147,126.9985846,서울특별시,용산구,한남동
122,37.51505576,127.0423806,서울특별시,강남구,삼성2동
123,37.48826594,127.0149098,서울특별시,서초구,서초1동
124,37.55346471,126.8264615,서울특별시,강서구,발산1동
125,37.50571275,127.0901273,서울특별시,송파구,삼전동
126,37.49568887,126.8425469,서울특별시,구로구,오류1동
127,37.58402533,126.9975945,서울특별시,종로구,혜화동
128,37.53097025,126.9703911,서울특별시,용산구,한강로동
129,37.55783987,126.9430506,서울특별시,서대문구,신촌동
130,37.5870521,127.0144054,서울특별시,성북구,삼선동
131,37.50676092,126.9043732,서울특별시,영등포구,신길3동
132,37.55027925,126.8210901,서울특별시,강서구,발산1동
133,37.60696098,127.0796929,서울특별시,중랑구,묵1동
134,37.5648019,127.0310137,서울특별시,성동구,왕십리도선동
135,37.53375177,127.0091825,서울특별시,용산구,한남동
136,37.56344337,126.9758907,서울특별시,중구,소공동
137,37.54355457,126.9870556,서울특별시,용산구,용산2가동
138,37.59381101,127.0723473,서울특별시,중랑구,중화2동
139,37.49870793,127.0315971,서울특별시,강남구,역삼1동
140,37.50129528,127.1084908,서울특별시,송파구,석촌동
141,37.47436772,126.9669682,서울특별시,관악구,인헌동
142,37.48565665,127.0317012,서울특별시,서초구,서초2동
143,37.60375631,127.0420417,서울특별시,성북구,월곡2동
144,37.60686665,127.0307498,서울특별시,성북구,길음2동
145,37.57132097,126.9778852,서울특별시,종로구,종로1.2.3.4가동
146,37.53453025,126.9041184,서울특별시,영등포구,당산2동
147,37.51523794,126.9817501,서울특별시,용산구,이촌1동
148,37.45206033,126.9139425,서울특별시,금천구,시흥5동
149,37.57866873,126.9258624,서울특별시,서대문구,홍은2동
150,37.56427938,127.0865569,서울특별시,광진구,중곡3동
151,37.56994453,126.9867048,서울특별시,종로구,종로1.2.3.4가동
152,37.5691065,126.9867559,서울특별시,종로구,종로1.2.3.4가동
153,37.47475771,126.9655065,서울특별시,관악구,인헌동
154,37.53010518,126.9704425,서울특별시,용산구,한강로동
155,37.52814466,127.0311981,서울특별시,강남구,압구정동
156,37.57266628,127.0254042,서울특별시,동대문구,용신동
157,37.5639811,126.9592195,서울특별시,서대문구,충현동
158,37.48043191,126.9430941,서울특별시,관악구,청룡동
159,37.49388935,126.8989889,서울특별시,영등포구,대림2동
160,37.59315712,127.0861366,서울특별시,중랑구,상봉2동
161,37.52785602,127.1244344,서울특별시,강동구,성내1동
162,37.65510577,127.0128288,서울특별시,강북구,우이동
163,37.49676309,127.045988,서울특별시,강남구,역삼2동
164,37.62297947,127.0751153,서울특별시,노원구,공릉1동
165,37.56277669,127.0340043,서울특별시,성동구,왕십리도선동
166,37.58166754,127.0475455,서울특별시,동대문구,전농1동
167,37.49145484,126.8813616,서울특별시,구로구,구로2동
168,37.50322397,126.8490202,서울특별시,구로구,고척2동
169,37.52332629,127.0367509,서울특별시,강남구,압구정동
170,37.59759612,126.9620462,서울특별시,종로구,부암동
171,37.51718941,126.9705791,서울특별시,용산구,이촌1동
172,37.48347318,127.0357189,서울특별시,서초구,양재1동
173,37.5184274,126.9793969,서울특별시,용산구,이촌1동
174,37.54568372,127.0423633,서울특별시,성동구,성수1가1동
175,37.56273298,127.0389414,서울특별시,성동구,사근동
176,37.65092568,127.0764185,서울특별시,노원구,중계1동
177,37.48396194,127.0094518,서울특별시,서초구,서초3동
178,37.61203113,127.0306946,서울특별시,강북구,송중동
179,37.56823839,126.9758571,서울특별시,중구,명동
180,37.55648675,126.9371167,서울특별시,서대문구,신촌동
181,37.58858196,126.9127265,서울특별시,은평구,증산동
182,37.51559993,127.020504,서울특별시,강남구,논현1동
183,37.55768784,126.9045115,서울특별시,마포구,망원2동
184,37.60384247,126.9201857,서울특별시,은평구,역촌동
185,37.65401162,127.0748478,서울특별시,노원구,중계1동
186,37.49468662,126.8325894,서울특별시,구로구,수궁동
187,37.59571879,127.019979,서울특별시,성북구,동선동
188,37.54323706,127.003449,서울특별시,용산구,한남동
189,37.54951768,127.0478757,서울특별시,성동구,성수1가2동
190,37.47998743,127.0479896,서울특별시,강남구,개포4동
191,37.55361189,126.9204392,서울특별시,마포구,서교동
192,37.58304883,127.003264,서울특별시,종로구,이화동
193,37.58332834,127.0032848,서울특별시,종로구,이화동
194,37.49473368,127.1309919,서울특별시,송파구,가락2동
195,37.50010137,126.827405,서울특별시,구로구,수궁동
196,37.58474826,127.058955,서울특별시,동대문구,전농2동
197,37.61542588,127.012102,서울특별시,성북구,정릉4동
198,37.58994056,127.0916707,서울특별시,중랑구,면목본동
199,37.4942455,126.9984906,서울특별시,서초구,반포4동
200,37.46319161,126.9322987,서울특별시,관악구,삼성동
201,37.57050692,126.8229335,서울특별시,강서구,가양1동
202,37.60204504,126.953393,서울특별시,종로구,부암동
203,37.54434872,126.9649308,서울특별시,용산구,청파동
204,37.64207445,126.9363695,서울특별시,은평구,진관동
205,37.59802821,127.0573813,서울특별시,동대문구,이문1동
206,37.64900505,127.0638351,서울특별시,노원구,상계6.7동
207,37.49017669,126.8547328,서울특별시,구로구,개봉2동
208,37.5584337,126.9371247,서울특별시,서대문구,신촌동
209,37.6072891,126.9588834,서울특별시,종로구,평창동
210,37.51964193,127.0259439,서울특별시,강남구,신사동
211,37.56559648,126.9537726,서울특별시,서대문구,충현동
212,37.50206915,127.0313838,서울특별시,강남구,역삼1동
213,37.50471724,126.8751766,서울특별시,구로구,구로2동
214,37.55542679,127.0810694,서울특별시,광진구,능동
215,37.51015934,127.0039172,서울특별시,서초구,반포3동
216,37.54000383,126.8766481,서울특별시,양천구,목5동
217,37.4889703,126.9650998,서울특별시,동작구,사당5동
218,37.50865968,127.13098,서울특별시,송파구,오금동
219,37.51090803,126.84333,서울특별시,양천구,신정3동
220,37.44909236,126.8990874,서울특별시,금천구,시흥1동
221,37.64383337,127.1026771,서울특별시,노원구,공릉2동
222,37.63452709,127.0805578,서울특별시,노원구,공릉2동
223,37.54214949,127.0809626,서울특별시,광진구,화양동
224,37.56218025,127.0091546,서울특별시,중구,장충동
225,37.62900687,127.0896665,서울특별시,노원구,공릉2동
226,37.5787677,127.0033264,서울특별시,종로구,이화동
227,37.53186039,127.0095344,서울특별시,용산구,한남동
228,37.56857303,126.9700571,서울특별시,종로구,사직동
229,37.65260319,127.069233,서울특별시,노원구,상계2동
230,37.6325516,127.0750835,서울특별시,노원구,하계1동
231,37.54083312,127.0514146,서울특별시,성동구,성수2가1동
232,37.65915152,127.0582998,서울특별시,노원구,상계10동
233,37.56673704,126.9394288,서울특별시,서대문구,신촌동
234,37.55898682,127.042146,서울특별시,성동구,사근동
235,37.55220645,126.9261107,서울특별시,마포구,서강동
236,37.54919764,126.9628697,서울특별시,마포구,공덕동
237,37.44401323,127.0621678,서울특별시,서초구,내곡동
238,37.53300172,126.9980049,서울특별시,용산구,한남동
239,37.57962345,127.0364363,서울특별시,동대문구,제기동
240,37.56224881,126.9245391,서울특별시,마포구,연남동
241,37.61072488,127.0196673,서울특별시,성북구,길음1동
242,37.61995367,127.012843,서울특별시,강북구,삼각산동
243,37.46435529,127.0426559,서울특별시,서초구,양재2동
244,37.53148681,126.9512599,서울특별시,용산구,원효로2동
245,37.59480542,127.0807015,서울특별시,중랑구,상봉2동
246,37.57228882,127.0145918,서울특별시,종로구,창신1동
247,37.60732989,127.0362077,서울특별시,성북구,월곡1동
248,37.55669056,127.0918975,서울특별시,광진구,중곡4동
249,37.52673064,126.8638115,서울특별시,양천구,신정4동
250,37.5452777,127.0862204,서울특별시,광진구,구의2동
251,37.49662691,127.0251052,서울특별시,서초구,서초2동
252,37.61570791,127.0682901,서울특별시,노원구,월계3동
253,37.54862092,126.8548746,서울특별시,강서구,화곡6동
254,37.57094679,126.9081315,서울특별시,마포구,성산2동
255,37.50104289,127.0094985,서울특별시,서초구,반포4동
256,37.6154965,126.9256586,서울특별시,은평구,불광1동
257,37.63403093,127.0416747,서울특별시,도봉구,창3동
258,37.56694903,126.9880842,서울특별시,중구,명동
259,37.61944902,126.92292,서울특별시,은평구,불광1동
260,37.48476284,126.9817005,서울특별시,동작구,사당1동
261,37.65539965,127.0674029,서울특별시,노원구,상계2동
262,37.58085526,127.0198932,서울특별시,성북구,보문동
263,37.59757982,126.9487471,서울특별시,서대문구,홍제3동
264,37.48539794,126.9930412,서울특별시,서초구,방배1동
265,37.55933554,126.9703489,서울특별시,중구,회현동
266,37.55478404,126.9205207,서울특별시,마포구,서교동
267,37.60646602,126.9681682,서울특별시,종로구,평창동
268,37.52845599,127.0370021,서울특별시,강남구,압구정동
269,37.50516393,127.1145237,서울특별시,송파구,송파1동
270,37.55826876,127.0337041,서울특별시,성동구,행당2동
271,37.52256893,126.9094193,서울특별시,영등포구,영등포동
272,37.62780063,127.0252011,서울특별시,강북구,미아동
273,37.53660199,127.1253187,서울특별시,강동구,성내2동
274,37.66802308,127.0470558,서울특별시,도봉구,방학1동
275,37.4909647,126.981816,서울특별시,동작구,사당2동
276,37.61554711,127.0286217,서울특별시,강북구,송천동
277,37.62737043,127.0805527,서울특별시,노원구,공릉2동
278,37.50288147,127.0204269,서울특별시,서초구,서초4동
279,37.52655874,126.8520882,서울특별시,양천구,신정4동
280,37.52242253,126.8774055,서울특별시,양천구,목1동
281,37.50058278,126.9272867,서울특별시,동작구,대방동
282,37.51190466,126.8931643,서울특별시,영등포구,문래동
283,37.48342809,127.0403227,서울특별시,서초구,양재1동
284,37.5354772,126.8661367,서울특별시,양천구,목4동
285,37.54433144,126.8683824,서울특별시,양천구,목2동
286,37.65081916,127.0453805,서울특별시,도봉구,창1동
287,37.60637556,126.9332402,서울특별시,은평구,녹번동
288,37.51314524,127.0424715,서울특별시,강남구,논현2동
289,37.54977995,127.1253659,서울특별시,강동구,암사2동
290,37.59187118,127.0974258,서울특별시,중랑구,망우3동
291,37.49700769,126.8545044,서울특별시,구로구,개봉1동
292,37.54940063,127.0479104,서울특별시,성동구,성수1가2동
293,37.55323543,126.9647993,서울특별시,용산구,청파동
294,37.50542723,127.0191774,서울특별시,서초구,반포1동
295,37.49007804,126.9264733,서울특별시,관악구,보라매동
296,37.52911154,126.8984687,서울특별시,영등포구,당산2동
297,37.64466328,127.0694715,서울특별시,노원구,중계2.3동
298,37.57309043,126.9867512,서울특별시,종로구,종로1.2.3.4가동
299,37.637667,127.0640488,서울특별시,노원구,하계2동
300,37.54047865,126.9906876,서울특별시,용산구,이태원2동
301,37.55843388,127.0775767,서울특별시,광진구,중곡1동
302,37.59913188,127.0806999,서울특별시,중랑구,중화1동
303,37.58676759,127.0309779,서울특별시,성북구,안암동
304,37.50539005,127.039249,서울특별시,강남구,역삼1동
305,37.55122435,126.9261862,서울특별시,마포구,서강동
306,37.56088594,127.0531966,서울특별시,성동구,용답동
307,37.50042213,127.119888,서울특별시,송파구,가락본동
308,37.47405277,126.9322504,서울특별시,관악구,서림동
309,37.46523665,126.9264821,서울특별시,관악구,삼성동
310,37.56031124,126.9648506,서울특별시,서대문구,충현동
311,37.49853493,126.998247,서울특별시,서초구,반포4동
312,37.5581085,126.9843291,서울특별시,중구,명동
313,37.54765149,126.9758315,서울특별시,용산구,후암동
314,37.60895662,127.0807241,서울특별시,중랑구,묵1동
315,37.64858439,127.013869,서울특별시,강북구,우이동
316,37.49645116,126.9852964,서울특별시,서초구,방배본동
317,37.59367563,127.052842,서울특별시,동대문구,회기동
318,37.49331309,127.014798,서울특별시,서초구,서초1동
319,37.52249099,126.8434435,서울특별시,양천구,신월2동
320,37.65529162,127.0625513,서울특별시,노원구,상계2동
321,37.5639745,126.9922375,서울특별시,중구,을지로동
322,37.53643003,127.0671177,서울특별시,광진구,자양4동
323,37.48658103,126.9209801,서울특별시,관악구,신사동
324,37.51441585,127.066283,서울특별시,강남구,삼성1동
325,37.52789238,127.1449304,서울특별시,강동구,둔촌2동
326,37.65517539,127.0122275,서울특별시,강북구,우이동
327,37.50542906,127.0331165,서울특별시,강남구,역삼1동
328,37.5669776,127.0140375,서울특별시,중구,신당동
329,37.48194699,126.9432638,서울특별시,관악구,청룡동
330,37.6456468,127.0251216,서울특별시,강북구,수유3동
331,37.54247862,126.9925418,서울특별시,용산구,이태원2동
332,37.48450418,126.8932955,서울특별시,구로구,구로3동
333,37.52429774,127.1308124,서울특별시,강동구,성내3동
334,37.51411411,127.0077043,서울특별시,서초구,잠원동
335,37.50675904,127.1089488,서울특별시,송파구,송파1동
336,37.47866666,126.9549941,서울특별시,관악구,낙성대동
337,37.61538609,127.0473526,서울특별시,성북구,장위1동
338,37.54482348,126.9682668,서울특별시,용산구,청파동
339,37.47814451,126.9155259,서울특별시,관악구,미성동
340,37.53520899,127.0809449,서울특별시,광진구,자양1동
341,37.5231994,127.0482044,서울특별시,강남구,청담동
342,37.53850321,127.1251167,서울특별시,강동구,천호2동
343,37.57065155,126.8421377,서울특별시,강서구,가양1동
344,37.4869977,126.9815833,서울특별시,동작구,사당2동
345,37.67101526,127.0469922,서울특별시,도봉구,도봉2동
346,37.54268729,126.9702743,서울특별시,용산구,청파동
347,37.65974309,127.0432286,서울특별시,도봉구,창5동
348,37.65564329,127.0749179,서울특별시,노원구,중계4동
349,37.58302542,127.058614,서울특별시,동대문구,전농2동
350,37.66609067,127.0579979,서울특별시,노원구,상계9동
351,37.56538911,126.8538128,서울특별시,강서구,가양2동
352,37.56301037,127.0477376,서울특별시,성동구,사근동
353,37.65320748,127.0693428,서울특별시,노원구,상계2동
354,37.4935813,127.1200471,서울특별시,송파구,가락본동
355,37.48257901,126.9154913,서울특별시,관악구,신사동
356,37.57921715,126.9367984,서울특별시,서대문구,연희동
357,37.47592607,126.9375858,서울특별시,관악구,서림동
358,37.56625999,126.9648194,서울특별시,서대문구,천연동
359,37.49336837,126.9321495,서울특별시,동작구,상도3동
360,37.58394661,127.0198281,서울특별시,성북구,보문동
361,37.53974821,126.8283847,서울특별시,양천구,신월5동
362,37.57634827,126.8926417,서울특별시,마포구,상암동
363,37.54484829,126.9657762,서울특별시,용산구,청파동
364,37.51376636,126.9192425,서울특별시,영등포구,신길1동
365,37.4958244,126.8878983,서울특별시,구로구,구로2동
366,37.53338264,127.0092868,서울특별시,용산구,한남동
367,37.62203072,126.925563,서울특별시,은평구,불광2동
368,37.54320572,127.1417109,서울특별시,강동구,천호1동
369,37.64599385,127.019565,서울특별시,강북구,수유2동
370,37.49159273,126.8922992,서울특별시,구로구,구로4동
371,37.54033026,126.9476521,서울특별시,마포구,도화동
372,37.5538,127.0097077,서울특별시,중구,다산동
373,37.49753104,127.0535517,서울특별시,강남구,대치4동
374,37.56693242,126.9822074,서울특별시,중구,명동
375,37.47886445,127.0082976,서울특별시,서초구,서초3동
376,37.47087076,126.9322067,서울특별시,관악구,삼성동
377,37.62387964,126.9184436,서울특별시,은평구,갈현1동
378,37.50984345,126.9317984,서울특별시,동작구,대방동
379,37.5054064,127.0075578,서울특별시,서초구,반포4동
380,37.56272145,127.0202134,서울특별시,중구,신당5동
381,37.57607456,127.070433,서울특별시,동대문구,장안2동
382,37.49153783,126.8834424,서울특별시,구로구,구로2동
383,37.51346539,127.1145036,서울특별시,송파구,방이2동
384,37.56012071,127.0146142,서울특별시,중구,동화동
385,37.62002117,127.0526503,서울특별시,성북구,장위3동
386,37.56931937,126.9757137,서울특별시,중구,명동
387,37.56247872,126.9840273,서울특별시,중구,명동
388,37.58252597,127.0032448,서울특별시,종로구,이화동
389,37.43619617,126.9048876,서울특별시,금천구,시흥3동
390,37.6020137,127.0253084,서울특별시,성북구,돈암1동
391,37.55449869,126.9812632,서울특별시,중구,회현동
392,37.52675843,126.8572924,서울특별시,양천구,신정4동
393,37.52211511,126.8358646,서울특별시,양천구,신월7동
394,37.5305143,126.9980781,서울특별시,용산구,보광동
395,37.53230701,126.8322543,서울특별시,양천구,신월1동
396,37.52536623,126.8598507,서울특별시,양천구,신정4동
397,37.57171107,126.9866814,서울특별시,종로구,종로1.2.3.4가동
398,37.58607757,126.9202895,서울특별시,은평구,응암3동
399,37.50317314,126.8545418,서울특별시,구로구,고척2동
400,37.48324817,126.9714407,서울특별시,동작구,사당4동
401,37.53170717,127.1309004,서울특별시,강동구,성내2동
402,37.57014094,126.9038235,서울특별시,마포구,성산2동
403,37.50821133,127.0036585,서울특별시,서초구,반포3동
404,37.61948457,126.9228178,서울특별시,은평구,불광1동
405,37.60048044,126.9201778,서울특별시,은평구,응암1동
406,37.59353297,127.0233007,서울특별시,성북구,동선동
407,37.45007469,126.899057,서울특별시,금천구,시흥1동
408,37.47144706,126.9377437,서울특별시,관악구,서림동
409,37.51419106,126.8821471,서울특별시,구로구,신도림동
410,37.60686246,127.048152,서울특별시,성북구,월곡2동
411,37.56267627,127.0475811,서울특별시,성동구,사근동
412,37.61530292,127.0860706,서울특별시,중랑구,묵1동
413,37.61213827,126.9976094,서울특별시,성북구,정릉3동
414,37.59803563,127.0593637,서울특별시,동대문구,이문1동
415,37.57703617,127.0031001,서울특별시,종로구,이화동
416,37.5197451,126.887669,서울특별시,영등포구,문래동
417,37.55055771,127.1749143,서울특별시,강동구,강일동
418,37.5370953,127.1419665,서울특별시,강동구,길동
419,37.56274947,126.9424706,서울특별시,서대문구,신촌동
420,37.56289361,126.9482102,서울특별시,서대문구,신촌동
421,37.55071873,126.9260089,서울특별시,마포구,서강동
422,37.58480669,127.0577087,서울특별시,동대문구,휘경2동
423,37.5232826,126.904355,서울특별시,영등포구,영등포동
424,37.50928551,126.917184,서울특별시,영등포구,신길1동
425,37.59747623,127.0199337,서울특별시,성북구,돈암1동
426,37.56295696,126.9759621,서울특별시,중구,소공동
427,37.56200942,126.8588353,서울특별시,강서구,가양3동
428,37.56279296,127.0200658,서울특별시,중구,신당5동
429,37.57203424,126.9369657,서울특별시,서대문구,연희동
430,37.59498277,127.003298,서울특별시,성북구,성북동
431,37.54915067,126.9260662,서울특별시,마포구,서강동
432,37.50503957,126.9587398,서울특별시,동작구,흑석동
433,37.48682513,126.8259405,서울특별시,구로구,오류2동
434,37.49281444,127.1087839,서울특별시,송파구,가락1동
435,37.57142219,127.0142691,서울특별시,종로구,창신1동
436,37.56067468,126.9478642,서울특별시,서대문구,신촌동
437,37.54211105,126.9704142,서울특별시,용산구,청파동
438,37.55408721,127.069495,서울특별시,성동구,송정동
439,37.56291027,126.8154047,서울특별시,강서구,공항동
440,37.53721388,127.0645777,서울특별시,광진구,자양4동
441,37.6415864,126.9360898,서울특별시,은평구,진관동
442,37.61093985,126.9998155,서울특별시,성북구,정릉3동
443,37.65021153,127.0194244,서울특별시,도봉구,쌍문1동
444,37.60618078,127.0420042,서울특별시,성북구,월곡2동
445,37.52266144,127.0259361,서울특별시,강남구,신사동
446,37.57563467,126.9570741,서울특별시,종로구,무악동
447,37.64648428,127.0622062,서울특별시,노원구,상계6.7동
448,37.53795928,127.0863853,서울특별시,광진구,구의1동
449,37.5983982,126.9201486,서울특별시,은평구,응암1동
450,37.596522,127.0973894,서울특별시,중랑구,망우본동
451,37.57137162,127.0042701,서울특별시,종로구,종로5.6가동
452,37.49959662,126.932125,서울특별시,동작구,상도3동
453,37.45713454,127.0153145,서울특별시,서초구,양재1동
454,37.55110043,126.8484569,서울특별시,강서구,화곡6동
455,37.50585315,127.0590349,서울특별시,강남구,대치2동
456,37.45939524,126.899152,서울특별시,금천구,독산2동
457,37.56103797,127.0365175,서울특별시,성동구,행당1동
458,37.55417624,127.0201097,서울특별시,성동구,금호2.3가동
459,37.49625465,126.9306796,서울특별시,동작구,상도3동
460,37.56218376,127.014363,서울특별시,중구,신당동
461,37.59675758,126.9092072,서울특별시,은평구,신사1동
462,37.56621287,126.931597,서울특별시,서대문구,연희동
463,37.59353966,127.016085,서울특별시,성북구,동선동
464,37.58001553,126.9690359,서울특별시,종로구,청운효자동
465,37.52203583,126.8931614,서울특별시,영등포구,당산1동
466,37.58029412,127.0373721,서울특별시,동대문구,제기동
467,37.54092384,127.0939191,서울특별시,광진구,구의3동
468,37.54885981,126.9759476,서울특별시,용산구,후암동
469,37.52001604,127.0203739,서울특별시,강남구,신사동
470,37.45209775,126.906989,서울특별시,금천구,시흥5동
471,37.54487409,126.9674967,서울특별시,용산구,청파동
472,37.61111874,127.0347339,서울특별시,성북구,월곡1동
473,37.62013742,126.9199345,서울특별시,은평구,갈현1동
474,37.48316312,126.9807162,서울특별시,동작구,사당1동
475,37.51180808,127.0370371,서울특별시,강남구,논현2동
476,37.57699113,126.9368605,서울특별시,서대문구,연희동
477,37.45605233,126.904719,서울특별시,금천구,시흥1동
478,37.50570291,127.0847304,서울특별시,송파구,잠실본동
479,37.5714618,127.0064325,서울특별시,종로구,종로5.6가동
