,latitude,longitude,sido,gu,dong
154,37.484596,126.971251,서울특별시,동작구,사당4동
155,37.486263,126.981989,서울특별시,동작구,사당2동
156,37.504898,126.93915,서울특별시,동작구,상도2동
157,37.499872,126.920428,서울특별시,동작구,대방동
158,37.502834,126.94791,서울특별시,동작구,상도1동
159,37.496029,126.953822,서울특별시,동작구,상도1동
160,37.499701,126.928276,서울특별시,동작구,대방동
161,37.502971,126.979306,서울특별시,동작구,사당2동
162,37.502971,126.979306,서울특별시,동작구,사당2동
163,37.50877,126.963708,서울특별시,동작구,흑석동
164,37.547771,126.942069,서울특별시,마포구,대흥동
165,37.547456,126.931993,서울특별시,마포구,서강동
166,37.547716,126.922852,서울특별시,마포구,서강동
167,37.544018,126.951592,서울특별시,마포구,공덕동
168,37.553736,126.95682,서울특별시,마포구,아현동
169,37.539574,126.945932,서울특별시,마포구,도화동
170,37.544018,126.951592,서울특별시,마포구,공덕동
171,37.544018,126.951592,서울특별시,마포구,공덕동
172,37.544018,126.951592,서울특별시,마포구,공덕동
173,37.551881,126.935711,서울특별시,마포구,대흥동
174,37.576646,126.900984,서울특별시,마포구,상암동
175,37.556733,126.946013,서울특별시,마포구,대흥동
176,37.557345,126.956141,서울특별시,마포구,아현동
177,37.555134,126.936893,서울특별시,서대문구,신촌동
178,37.557192,126.925381,서울특별시,마포구,서교동
179,37.557192,126.925381,서울특별시,마포구,서교동
180,37.557192,126.925381,서울특별시,마포구,서교동
181,37.549463,126.913739,서울특별시,마포구,합정동
182,37.549463,126.913739,서울특별시,마포구,합정동
183,37.563515,126.903343,서울특별시,마포구,성산2동
184,37.569532,126.899298,서울특별시,마포구,성산2동
185,37.556094,126.910052,서울특별시,마포구,서교동
186,37.559973,126.963672,서울특별시,서대문구,충현동
187,37.568491,126.915487,서울특별시,서대문구,남가좌1동
188,37.559783,126.942319,서울특별시,서대문구,신촌동
189,37.559973,126.963672,서울특별시,서대문구,충현동
190,37.574571,126.957748,서울특별시,서대문구,천연동
191,37.582299,126.950291,서울특별시,서대문구,홍제2동
192,37.589066,126.943736,서울특별시,서대문구,홍제3동
193,37.463873,126.989134,서울특별시,서초구,방배2동
194,37.484147,127.034631,서울특별시,서초구,양재1동
195,37.484147,127.034631,서울특별시,서초구,양재1동
196,37.470023,127.03842,서울특별시,서초구,양재2동
197,37.481426,126.997596,서울특별시,서초구,방배3동
198,37.504206,127.015259,서울특별시,서초구,반포1동
199,37.487618,126.993513,서울특별시,서초구,방배1동
200,37.491897,127.007917,서울특별시,서초구,서초3동
201,37.493415,127.01408,서울특별시,서초구,서초1동
202,37.493415,127.01408,서울특별시,서초구,서초1동
203,37.485013,127.016189,서울특별시,서초구,서초3동
204,37.503415,126.995925,서울특별시,서초구,반포2동
205,37.501364,126.987332,서울특별시,서초구,반포본동
206,37.50481,127.004943,서울특별시,서초구,반포4동
207,37.50481,127.004943,서울특별시,서초구,반포4동
208,37.50481,127.004943,서울특별시,서초구,반포4동
209,37.508178,127.011727,서울특별시,서초구,반포1동
210,37.512759,127.01122,서울특별시,서초구,잠원동
211,37.447211,127.055664,서울특별시,서초구,내곡동
212,37.549946,127.034538,서울특별시,성동구,응봉동
213,37.554548,127.020331,서울특별시,성동구,금호1가동
214,37.540685,127.017965,서울특별시,성동구,옥수동
215,37.548034,127.015872,서울특별시,성동구,금호4가동
216,37.540685,127.017965,서울특별시,성동구,옥수동
217,37.5661,127.042973,서울특별시,성동구,마장동
218,37.544581,127.055961,서울특별시,성동구,성수2가3동
219,37.547184,127.047367,서울특별시,성동구,성수1가2동
220,37.561533,127.037732,서울특별시,성동구,행당1동
221,37.561533,127.037732,서울특별시,성동구,행당1동
222,37.555273,127.043655,서울특별시,성동구,사근동
223,37.561533,127.037732,서울특별시,성동구,행당1동
224,37.561533,127.037732,서울특별시,성동구,행당1동
225,37.564354,127.029354,서울특별시,성동구,왕십리2동
226,37.543617,127.044707,서울특별시,성동구,성수1가1동
227,37.561904,127.050899,서울특별시,성동구,사근동
228,37.57004,127.046481,서울특별시,성동구,용답동
229,37.566747,127.052704,서울특별시,성동구,용답동
230,37.557322,127.029476,서울특별시,성동구,행당2동
231,37.592624,127.016403,서울특별시,성북구,삼선동
232,37.592624,127.016403,서울특별시,성북구,삼선동
233,37.603407,127.025053,서울특별시,성북구,길음1동
234,37.585286,127.019381,서울특별시,성북구,보문동
235,37.585286,127.019381,서울특별시,성북구,보문동
236,37.588458,127.006221,서울특별시,성북구,삼선동
237,37.601948,127.041518,서울특별시,성북구,월곡2동
238,37.586272,127.029005,서울특별시,성북구,안암동
239,37.611711,127.008405,서울특별시,성북구,정릉4동
240,37.603107,127.013324,서울특별시,성북구,정릉1동
241,37.590508,127.036296,서울특별시,동대문구,제기동
242,37.606377,127.048491,서울특별시,성북구,월곡2동
243,37.610537,127.056431,서울특별시,성북구,장위2동
244,37.49499,127.152781,서울특별시,송파구,마천1동
245,37.485855,127.1225,서울특별시,송파구,문정2동
246,37.492522,127.118234,서울특별시,송파구,가락1동
247,37.492522,127.118234,서울특별시,송파구,가락1동
248,37.499703,127.112183,서울특별시,송파구,가락1동
249,37.505431,127.106979,서울특별시,송파구,석촌동
250,37.470047,127.126662,서울특별시,송파구,문정2동
251,37.470047,127.126662,서울특별시,송파구,문정2동
252,37.478703,127.126191,서울특별시,송파구,문정2동
253,37.508857,127.126133,서울특별시,송파구,방이1동
254,37.516078,127.130848,서울특별시,송파구,오륜동
255,37.520733,127.10379,서울특별시,송파구,잠실4동
256,37.502162,127.128111,서울특별시,송파구,오금동
257,37.502162,127.128111,서울특별시,송파구,오금동
258,37.498079,127.13482,서울특별시,송파구,가락2동
259,37.493105,127.14415,서울특별시,송파구,거여1동
260,37.51395,127.102234,서울특별시,송파구,잠실6동
261,37.511687,127.086162,서울특별시,송파구,잠실2동
262,37.510997,127.073642,서울특별시,송파구,잠실7동
263,37.510997,127.073642,서울특별시,송파구,잠실7동
264,37.51395,127.102234,서울특별시,송파구,잠실6동
265,37.517409,127.112359,서울특별시,송파구,방이2동
266,37.495918,127.12454,서울특별시,송파구,가락2동
267,37.512398,126.865819,서울특별시,양천구,신정7동
268,37.544277,126.88308,서울특별시,양천구,목5동
269,37.524997,126.856191,서울특별시,양천구,신정4동
270,37.526065,126.864931,서울특별시,양천구,목1동
271,37.524496,126.875181,서울특별시,양천구,목1동
272,37.520074,126.852912,서울특별시,양천구,신정3동
273,37.515504,126.907628,서울특별시,영등포구,영등포본동
274,37.517122,126.917169,서울특별시,영등포구,신길1동
275,37.528105,126.917874,서울특별시,영등포구,여의동
276,37.53438,126.902281,서울특별시,영등포구,당산2동
277,37.53438,126.902281,서울특별시,영등포구,당산2동
278,37.52497,126.895951,서울특별시,영등포구,당산1동
279,37.517933,126.89476,서울특별시,영등포구,문래동
280,37.49297,126.895801,서울특별시,영등포구,대림3동
281,37.50008,126.90993,서울특별시,영등포구,신길6동
282,37.52497,126.895951,서울특별시,영등포구,당산1동
283,37.522669,126.905139,서울특별시,영등포구,영등포동
284,37.525648,126.885778,서울특별시,영등포구,양평1동
285,37.53802,126.893525,서울특별시,영등포구,양평2동
286,37.521624,126.924191,서울특별시,영등포구,여의동
287,37.513342,126.926382,서울특별시,영등포구,신길7동
288,37.527098,126.932901,서울특별시,영등포구,여의동
289,37.517122,126.917169,서울특별시,영등포구,신길1동
290,37.521624,126.924191,서울특별시,영등포구,여의동
291,37.517274,126.928422,서울특별시,영등포구,여의동
292,37.534675,126.986695,서울특별시,용산구,용산2가동
293,37.52943,127.009169,서울특별시,용산구,한남동
294,37.539261,126.961351,서울특별시,용산구,효창동
295,37.519594,126.988537,서울특별시,용산구,서빙고동
296,37.522272,126.974345,서울특별시,용산구,한강로동
297,37.539261,126.961351,서울특별시,용산구,효창동
298,37.522272,126.974345,서울특별시,용산구,한강로동
299,37.534488,126.994302,서울특별시,용산구,이태원1동
300,37.539631,127.001725,서울특별시,용산구,한남동
301,37.554648,126.972559,서울특별시,중구,회현동
302,37.556328,126.969522,서울특별시,중구,회현동
303,37.52917,126.967894,서울특별시,용산구,한강로동
304,37.534777,126.97311,서울특별시,용산구,한강로동
305,37.534777,126.97311,서울특별시,용산구,한강로동
306,37.54456,126.972106,서울특별시,용산구,남영동
307,37.554648,126.972559,서울특별시,중구,회현동
308,37.529849,126.964561,서울특별시,용산구,한강로동
309,37.529849,126.964561,서울특별시,용산구,한강로동
310,37.541021,126.9713,서울특별시,용산구,남영동
311,37.618456,126.933031,서울특별시,은평구,불광1동
312,37.606021,126.922744,서울특별시,은평구,녹번동
313,37.576646,126.900984,서울특별시,마포구,상암동
314,37.580842,126.895611,서울특별시,은평구,수색동
315,37.576646,126.900984,서울특별시,마포구,상암동
316,37.611377,126.91727,서울특별시,은평구,갈현2동
317,37.583876,126.909645,서울특별시,은평구,증산동
318,37.591148,126.913629,서울특별시,은평구,신사2동
319,37.598605,126.915577,서울특별시,은평구,신사1동
320,37.636763,126.918821,서울특별시,은평구,진관동
321,37.600927,126.935756,서울특별시,은평구,녹번동
322,37.610469,126.929887,서울특별시,은평구,대조동
323,37.610469,126.929887,서울특별시,은평구,대조동
324,37.619001,126.921008,서울특별시,은평구,갈현1동
325,37.619001,126.921008,서울특별시,은평구,갈현1동
326,37.582336,127.001844,서울특별시,종로구,이화동
327,37.571607,126.991806,서울특별시,종로구,종로1.2.3.4가동
328,37.571607,126.991806,서울특별시,종로구,종로1.2.3.4가동
329,37.575762,126.97353,서울특별시,종로구,사직동
330,37.571026,126.976669,서울특별시,종로구,사직동
331,37.57142,127.009745,서울특별시,종로구,종로5.6가동
332,37.576477,126.985443,서울특별시,종로구,종로1.2.3.4가동
333,37.572627,127.016429,서울특별시,종로구,숭인2동
334,37.571607,126.991806,서울특별시,종로구,종로1.2.3.4가동
335,37.570926,127.001849,서울특별시,종로구,종로5.6가동
336,37.57142,127.009745,서울특별시,종로구,종로5.6가동
337,37.570161,126.982923,서울특별시,종로구,종로1.2.3.4가동
338,37.579661,127.015241,서울특별시,종로구,창신3동
339,37.572627,127.016429,서울특별시,종로구,숭인2동
340,37.565773,126.966641,서울특별시,서대문구,충현동
341,37.55434,127.010655,서울특별시,중구,약수동
342,37.55434,127.010655,서울특별시,중구,약수동
343,37.565972,127.01782,서울특별시,중구,신당동
344,37.548013,127.007055,서울특별시,중구,약수동
345,37.559052,127.005602,서울특별시,중구,장충동
346,37.565138,127.007896,서울특별시,중구,광희동
347,37.564718,126.977108,서울특별시,중구,소공동
348,37.564718,126.977108,서울특별시,중구,소공동
349,37.554648,126.972559,서울특별시,중구,회현동
350,37.566295,126.99191,서울특별시,중구,을지로동
351,37.566295,126.99191,서울특별시,중구,을지로동
352,37.566941,126.998079,서울특별시,중구,을지로동
353,37.565138,127.007896,서울특별시,중구,광희동
354,37.566014,126.982618,서울특별시,중구,명동
355,37.565138,127.007896,서울특별시,중구,광희동
356,37.566941,126.998079,서울특별시,중구,을지로동
357,37.560245,127.013828,서울특별시,중구,동화동
358,37.560245,127.013828,서울특별시,중구,동화동
359,37.560989,126.986325,서울특별시,중구,명동
360,37.561243,126.99428,서울특별시,중구,필동
361,37.561243,126.99428,서울특별시,중구,필동
362,37.565972,127.01782,서울특별시,중구,신당동
363,37.558514,126.978246,서울특별시,중구,회현동
364,37.602545,127.079264,서울특별시,중랑구,중화1동
365,37.610637,127.077725,서울특별시,중랑구,묵1동
366,37.596362,127.085032,서울특별시,중랑구,상봉1동
367,37.596362,127.085032,서울특별시,중랑구,상봉1동
368,37.596362,127.085032,서울특별시,중랑구,상봉1동
369,37.59955,127.091909,서울특별시,중랑구,상봉1동
370,37.59955,127.091909,서울특별시,중랑구,상봉1동
371,37.588579,127.087503,서울특별시,중랑구,면목본동
372,37.580894,127.088478,서울특별시,중랑구,면목3.8동
373,37.606596,127.107906,서울특별시,중랑구,망우본동
374,37.617283,127.091401,서울특별시,중랑구,신내2동
375,37.612887,127.103218,서울특별시,중랑구,망우본동
376,37.573647,127.086727,서울특별시,중랑구,면목4동
377,37.594917,127.076116,서울특별시,중랑구,중화2동
378,37.594917,127.076116,서울특별시,중랑구,중화2동
